Date,Open,High,Low,Close,Adj Close,Volume
2016-06-08,142.800003,142.800003,140.660004,140.660004,140.660004,300
2016-06-09,140.660004,140.660004,140.660004,140.660004,140.660004,0
2016-06-10,140.660004,140.660004,140.660004,140.660004,140.660004,0
2016-06-13,140.660004,140.660004,140.660004,140.660004,140.660004,0
2016-06-14,140.660004,140.660004,140.660004,140.660004,140.660004,0
2016-06-15,140.660004,140.660004,140.660004,140.660004,140.660004,0
2016-06-16,140.660004,140.660004,140.660004,140.660004,140.660004,0
2016-06-17,140.660004,140.660004,140.660004,140.660004,140.660004,0
2016-06-20,140.660004,140.660004,140.660004,140.660004,140.660004,0
2016-06-21,140.660004,140.660004,140.660004,140.660004,140.660004,0
2016-06-22,140.660004,140.660004,140.660004,140.660004,140.660004,0
2016-06-23,null,null,null,null,null,null
2016-06-24,null,null,null,null,null,null
2016-06-27,null,null,null,null,null,null
2016-06-28,140.660004,140.660004,140.660004,140.660004,140.660004,0
2016-06-29,140.660004,140.660004,140.660004,140.660004,140.660004,0
2016-06-30,140.660004,140.660004,140.660004,140.660004,140.660004,0
2016-07-01,119.800003,119.800003,118.419998,118.419998,118.419998,21900
2016-07-04,118.419998,118.419998,118.419998,118.419998,118.419998,0
2016-07-05,115.769997,116.550003,115.769997,116.550003,116.550003,10800
2016-07-06,116.550003,116.550003,116.550003,116.550003,116.550003,0
2016-07-07,116.550003,116.550003,116.550003,116.550003,116.550003,0
2016-07-08,122.900002,122.900002,122.900002,122.900002,122.900002,200
2016-07-11,125.680000,125.680000,125.680000,125.680000,125.680000,200
2016-07-12,131.000000,131.000000,129.149994,129.149994,129.149994,900
2016-07-13,129.149994,129.149994,129.149994,129.149994,129.149994,0
2016-07-14,130.899994,130.899994,130.899994,130.899994,130.899994,100
2016-07-15,129.910004,129.910004,129.910004,129.910004,129.910004,200
2016-07-18,131.300003,131.429993,131.300003,131.429993,131.429993,3300
2016-07-19,131.500000,131.500000,131.500000,131.500000,131.500000,100
2016-07-20,132.000000,132.000000,132.000000,132.000000,132.000000,100
2016-07-21,126.269997,126.269997,126.269997,126.269997,126.269997,100
2016-07-22,126.269997,126.269997,126.269997,126.269997,126.269997,0
2016-07-25,127.800003,127.800003,127.800003,127.800003,127.800003,100
2016-07-26,127.800003,127.800003,127.800003,127.800003,127.800003,100
2016-07-27,127.800003,127.800003,127.800003,127.800003,127.800003,0
2016-07-28,128.500000,128.500000,128.500000,128.500000,128.500000,100
2016-07-29,128.500000,128.500000,128.500000,128.500000,128.500000,0
2016-08-01,128.050003,128.460007,127.949997,128.460007,128.460007,19400
2016-08-02,128.460007,128.460007,128.460007,128.460007,128.460007,0
2016-08-03,128.460007,128.460007,128.460007,128.460007,128.460007,0
2016-08-04,128.460007,128.460007,128.460007,128.460007,128.460007,0
2016-08-05,128.460007,128.460007,128.460007,128.460007,128.460007,0
2016-08-08,128.460007,128.460007,128.460007,128.460007,128.460007,0
