CSNA3
ABNB3
KLBN3
PIBB11
BEMA3
KLBN4
BBFI11B
PLAS4
BGIP4
BCAL6
ACES4
GPIV11
BISA3
GRND3
KSSA3
BDLL4
AELP3
BMEB4
GTDP3B
PLTO6
GTDP4B
LAME3
BEES3
ALLL11
BMIN4
GUAR3
PMAM4
BMKS3
BMTO4
GUAR4
CTAX3
ALLL3
CTAX4
ALLL4
BNCA3
GVTT3
PNOR6
CTKA3
POMO4
ALMI11B
CTNM3
ALPA3
LAME4
POSI3
ODPV3
HETA4
CTNM4
ALPA4
LECO4
PQUN3
BMIN3
HGTX3
CTSA4
AMBV3
OHLB3
LETO5
CYRE3
IDNT3
PQUN4
HGTX4
AMBV4
PCAR4
LEVE4
DASA3
VCPA4
PRGA3
BMTO3
BOBR4
BRAP3
LIGT3
IENG5
ARCE3
VGOR4
PSSA3
BNBR3
BRAP4
IGBR6
VIVO3
IGBR7
PTBL3
BNBR4
DPPI4
ARCZ3
PTBL4
IGTA3
PDGR3
BRGE11
ARCZ6
PTIP4
VIVO4
ILMD4
PEFX3
BRIV3
DSUL3
AVIL3
LIXC4
AVPL3
PTNT4
IMBI4
PEFX5
BRIV4
DUFB11
LPSB3
BBAS13
RAPT3
INEP4
PETR3
BRKM3
RAPT4
LREN3
DURA4
BBAS3
PETR4
BRKM5
RCSL3
VPTA4
RCSL4
INET3
EALT4
VVAX11
ITAU3
EBTP3
RDNI3
BOBR2
LUPA3
BBDC10
WEGE4
EBTP4
REDE3
ITAU4
MAGS3
BBDC3
ECOD3
MAGS5
BRML3
RENT3
WHRL3
BBDC4
BRSR3
RGEG3
WHRL4
ECPR4
IDNT9
ITEC3
MDIA3
BRSR4
RHDS3
ITSA3
PETR70
ELEK3
BBDC9
WISA4
MEDI3
BRTO3
ELEK4
IENG3
RIPI3
WSON11
ITSA4
BRTO4
ELET3
MGEL4
IGBR3
RIPI4
MLFT4
IGUA6
MMXM3
BRTP3
ABYA3
ELET6
IMBI3
BEES11
BRTP4
MNDL3
RNAR3
JBDU4
MNDL4
RNPT4
ACES3
BSCT5
JBSS3
MNPR4
ROMI3
MOAR3
BSCT6
BESP3
ROMI4
MRSL4
JFEN3
MTIG4
CAFE4
ELPL3
BESP4
RPAD3
MWET4
ELPL5
AEDU11
JHSF3
CARD3
BFIT3
RPAD5
MYPK4
ELPL6
KEPL3
RPAD6
RPMG3
CASN3
EMAE4
BFIT4
RPMG4
AFLU3
CBEE3
NATU3
EMBR3
RSID3
AGIN3
CBMA4
BIOM4
CCHI4
AGRO3
CCIM3
RSIP3
ENBR3
RSIP4
CCRO3
NETC3
BMBR4B
ITSA2
NETC4
ENMA3B
SAPR4
EQTL11
SASG3
CEBR5
ESTR4
SBSP3
CEBR6
CEDO4
ETER3
CEEB3
CEPE5
SCAR3
PFRM3
EUCA4
SCLO4
AMBV1
CESP3
EURO11
FAMB11B
SDIA4
AMBV2
FCAP4
JBDU1
FESA4
JBDU2
CESP5
LIPR3
CESP6
FFCI11
JBDU3
SGEN4
FFTL4
LIXC3
SHUL4
FGUI4
SJOS4
NOVA3B
SLED4
CGAS3
FJTA4
CGAS5
NSLU11B
SMTO3
CGRA3
FLCL3
PLTO5
CGRA4
FLCL5
ASTA4
SNSY5
CIQU4
FLMA11
CLSC3
FNAM11
SOND5
CLSC6
FNOR11
FRAS4
CEBR3
SOND6
CMIG3
FRES11
PNVL3
FSRF11
BAHI4
PNVL4
STBR11
CMIG4
FTRX4
GAZO4
BAUH4
STRP4
MAPT4
PEAB3
BAZA3
CELP5
PEAB4
SUBA3
GETI3
CNFB4
GETI4
SULT3
GFSA3
SULT4
COCE5
SUZB5
GGBR3
SZPQ4
CPFE3
TAMM4
GGBR4
CPLE3
MTSA4
PTPA4
TBLE3
CPLE6
MYPK3
GOAU3
GOAU4
TCSA3
CPNY3
CPSL3
TCSL3
PETR80
GOLL4
CRDE3
CREM3
TCSL4
CRIV3
CCTU4
CRIV4
GPCP3
TEFC11
BIOM3
CRUZ3
CSAN3
TEKA4
TELB3
TELB4
COBE6B
COCE3
CSMG3
TLPP3
MEND6
TLPP4
TMAC8B
TMAR3
HAGA3
CIQU3
TMAR5
HAGA4
HBTS5
MNPR3
TMCP3
CMGR3
CMGR4
TMCP4
CTKA4
TMGC3
BPIA3
TMGC6
CPTP3B
TNCP3
TNCP4
TNLP3
SDIA3
PABY11
TNLP4
BRGE6
PMAM3
DOCA4
DOHL4
CSAB4
DPPI3
CPLE5
PMSP12B
PNOR5
DTCY3
TOTS3
BRKM6
DUQE4
DURA3
IGBR5
TOYB3
TOYB4
DXTG4
TRFO3
TRFO4
TRNA11
TROR4
TRPL3
TRPL4
TUPY3
TUPY4
TXRX4
UBBR11
UBBR3
UBBR4
UGPA4
UNIP3
UNIP6
REDE4
UOLL4
DHBI4
DOCA3
USIM3
USIM5
TMAR6
ENGI3
ENGI4
USIM80
VAGV4
VALE3
PINE4
VALE5
PLAS3
EVEN3
EKTR4
VALE70
POMO3
MEND5
FHER3
SGAS3
TOYB1
SGAS4
TOYB2
MTIG3
MWET3
FRIO3
GEPA3
PTBL11
PTIP3
GLOB4
VINE5
GOLL2
FCAP3
FBRA4
RNPT3
CSRN6
GRNL4
TCNO4
SANB2
VAGV3
SANB3
SANB4
TEKA3
TMAC3B
SFSA4
SCPF11
SHPH11B
SLED3
TMGC11
EEEL4B
TMGC7
TNLP70
TNLP80
LCSA3
VPSC4
ESTR3
VPTA3
FBMC4
BGIP3
TKNO4
BMBR4
UCOP4
JBDU10
JBDU9
GEPA4
BRGE12
BRGE5
BRGE7
INPR3
BRGE8
RANI4
USIM70
REEM4
PATI4
TOYB10
TOYB9
VALE80
JOPA4
CAFE3
MSPA4
SPRI5
NOVA4B
PATI3
MAPT3
RANI3
TENE7
EEEL3B
WEGE3
BMEB3
ARLA3
FSPE11
FSTU11
ARCZ5
CASN4
HETA3
FJTA3
TRNA3
TRNA4
TROR3
BRGE3
RSUL4
IDNT1
SPRT3B
IGUA5
CGAS11
DROG3
TARP11
ITAU70
TMAC6B
TMCP2
CBMA3
TMGC13
AMPI3
CGOS3
CSAB3
QGNP4B
CAMB4
DFVA3
FRAS3
CEED3B
SGEN3
WISA3
CLSC5
TAMM3
IGUA3
AFLU5
FMAL11B
SPRI6
CSRN3
CSRN5
LFFE3
LFFE4
TRNT11B
MLPA4
EKTR3
PCAR3
CEEB5
CEPE6
ABCP11
GLOB3
VINE6
AHEB5
RCSA11
TENE5
MSPA3
SANB1
FESA3
TIBR5
TCNO3
UNIP5
HOOT4
LCSA4
PMAM10
EDFO11B
MERC4
FJKI11
CELP7
TMAC7B
PTBL2
IDNT11
CEGR3
USIM6
CTSA3
CNFB3
ELUM4
TMAC5B
SCLO3
IBOV11
BUET3
SHPH12B
AMBV79
LUXM4
ITSA1
CCHI3
BBDC70
BBDC77
ECPR3
CEED4B
SNSY3
SUZB12
CTPC4
ITAU80
SASG9
VINE3
DHBI3
ITAU79
SJOS3
FBMC3
CRBM3
PETR78
GRNL3
PMSP11B
SUZB6
AHEB6
ELET5
VALE71
VULC4
INEP3
BAHI3
BBDC80
CSNA70
SPRI3
ARLA4
CSNA80
CEDO3
ITSA10
SANB9
MAGS7
TMCP1
PTNT3
TXRX3
SANB10
NETC2
ITAU76
VULC3
PETR75
HCRI11B
TIBR6
UGPA3
FPAB11
PMAM2
VALE77
PRBC11
FLCL6
CEPE3
BSCT3
SLCE3
COCE6
CALI4
CORR4
BBDC74
VDNP3B
BUET4
TMGC12
VALE74
LARK4
EUCA3
OPDC3B
LHER4
DFVA4
FGUI3
ANDG3B
ANDG4B
MRFG3
JBSS1
RDCD3
KEPL11
LOGN3
PRVI3
KEPL12
KROT11
ABCB11
MLFT3
ACGU3
BRSR5
BRSR6
SGPS3
BTOW3
SATI3
MRVE3
MULT3
CCPR3
PRBC4
SULA11
BEEF3
TGMA3
PTBL10
BPAT11
CZLT11
CZRS4
DAYC4
BRSR11
TPIS3
ELEV3
ESTC11
EZTC3
GSHP3
ABCB4
IDVL4
BDLL3
IVTT3
JBSS9
JFEN1
APHP3B
BTTL3
BTTL4
ASSM3
CTPC3
DUQE3
JFEN9
IDVL11
SOND3
VALE53
TIBR3
TMAC11B
CRBM7
MNPR9
ELUM3
VALE50
COBE5B
PETR51
BBDC73
ITAU75
MLPA12
PETR50
VALE76
APTI4
TKNO3
LEVE3
MNPR1
MRSL3
PETR73
BICB11
RHDS4
SEMP3
TEND3
TRIS3
EALT3
SEMP1
PETR52
CTMI3
ITAU73
CPTP1B
PETR53
SEBB11
BICB4
BOVH3
BMEF3
AGEN11
BPNM4
STBP11
AMIL3
TEMP3
CSAN1
BBAS11
BBRK3
PTPA3
TCSL1
TCSL2
HBOR3
HGBS11
VALE54
BBDC1
BBDC2
HTMX11B
JOPA3
MARI3
MILK11
BICB3
MPXE3
PETR54
SHPH11
EBTP1
EBTP2
LPSB1
BBDC52
MHAN3B
PETR55
VPSC3
VALE55
NUTR3M
BBDC51
ITAU78
PETR57
PETR56
VALE56
BBDC53
ITAU50
ITAU51
VALE57
ELET11
LLIS3
MAGG3
MAGG1
EQTL3
NAFG4
PCAR11
PCAR10
HYPE3
BALM4
BEES4
VIVO2
VALE72
LCSA1
AMCE3
AZEV4
PCAR2
VIVO1
MGEL3
BBDC75
AHEB3
ITAU74
WMBY3
TECH11B
AMRI8
BALM3
FFTL3
OGXP3
PMAM1
LLXL3
PMET6
BVMF3
IRON3
ESTC3
PMAM9
MAGG9
PETR79
MRFG1
ENBR1
GPAR3
BRCP11
BAUH2
RSID1
VALE52
BBDC79
CBAG3
CELP6
EVEN1
FTCE11B
PETR71
AEDU12
AGIN1
ITAU72
BBDC72
PETR58
WPLZ11B
DOHL3
BOVA11
MERC3
TELB1
BISA1
HGRE11
UGPA2
TELB9
DTCY1
RSID9
MILA11
SGPS1
INPR1
SMAL11
NORD3
DAYC12
VCPA2
PETR59
TXRX1
TXRX2
BSLI3
CLAN4
LLXL1
ACGU1
RCSL1
RCSL2
FJTA12
AGIN9
BSLI4
CALI3
IDVL3
PETR20
VALE20
VIVO12
BBDC71
ITAU71
ECOD1
LLXL9
ITUB3
ITUB4
PDGR11
COBE3B
TRPN3
KROT12
ECOD9
PETR74
GAZO3
FTRX3
VNET3
ABYA9
FMOF11
KROT13
PCAR5
ABYA1
TRPL2
ANCR11B
VCPA3
RNAR9
RNAR1
BBRK1
AMBV10
VALE73
TRPL1
AMBV9
VALE78
GOLL10
TRPL10
MRSA3B
BEEF1
CSAN11
ITUB72
TVIT3
ITUB74
ALLL12
BEEF9
DTEX3
SANB11
ITUB77
CTIP3
DIRR3
ENGI11
FIBR3
BEEF11
BHGR3
BRFS3
INEP1
INEP2
CIEL3
TPIS1
BIOM2
ETER9
VALE69
FLRY3
INEP10
INEP9
JBSS11
ETER1
CSMG11
CSMG12
PQDP11
RPMG1
RPMG2
FIIP11B
FLRP11B
NSLU12B
TPIS9
STLB3
BIOM1
BIOM10
MEND3
CSMB3
BBDC76
MPLU3
ITUB78
PETR72
ALSC3
BMEB9
AGEI3
FAED11B
MMXM1
BRAX11
CSMO11
MOBI11
ITUB70
PETR76
BRPR3
MMXM9
OSXB3
JSLG3
MILS3
CTIP1
DAGB11
PRSV11
ECOR3
BRKM1
BRKM11
CXCE11B
PCAR13
PETR77
SFSA2
HBOR1
VSPT3
NEMO4
GRND11
FEXC11B
FFCI12
PLAS11
ITEC11
ITSA9
MTIG2
AMAR3
BBAS15
RNEW11
TRXL11
TAMM1
RDTR3
REDE10
STLB1
TAMM9
TERI3
CEED4
MRFG11
BCFF11B
EEEL4
FCFL11B
CSBC11
LIPR1
MAXR11B
MTIG10
REDE1
GWIC11
CEED3
ITUB73
EEEL3
MTSA3
BBDC78
CPTP9B
GOOG11B
GSGI11B
REDE9
CLAN10
MCDC11B
PFIZ11B
WALM11B
AAPL11B
ARMT11B
AVON11B
BOAC11B
REDE2
EXXO11B
RCCS11
BRIN3
HRTP3
VLID3
SMTO11
GLOB1
HYPE12
MSHP11
FAED12B
MSFT11B
AEDU3
ELPL4
PRTX3
RAIA3
RBRD11
BRCR11B
QGEP3
RBAG11
RBPR11
KNRI11
SSBR3
ELET1
ARZZ3
AUTM3
CTGP11B
BBVJ11
BHGR1
HGJH11
ELET12
ELET9
BCFF12B
IMBI1
AFLT3
LUXM3
FCXO11B
ILMD3
TNLP2
PMET5
ITUB76
TMAR1
TMAR12
TNLP1
DTCY9
IDVL2
IMCH3
RBDS11
BTOW1
HGLG11
SINQ11
FIND11
VRTA11
TMAR11
BHGR9
SHOW3
CRDE1
BBAS9
VIVR3
BTOW9
MGLU3
MMXM11
DOMO3
FIGE4
AORE3
HRTP1
BBRC11
BISA9
MPXE11
PGCO11B
CELP3
BPHA3
AZEV3
MSLF11B
CTIP9
RJCP3
QUAL3
TECN3
ABCP12
JSRE11
ABRE11
TIMP3
FIGE3
FEXC12B
FEXC14B
DRIT11B
ITUB71
GPCP1
RNEW1
COCA11B
CNES11B
GPCP9
VAGR3
RNEW9
MBRF11
VIVT3
VIVT4
RBGS11
WMRB11B
LAME15
PINE2
COLG11B
DOVL11B
GEOO11B
RJCP1
GOVE11
ISUS11
IBMB11B
JSIM11
XPGA11
SNSY6
QGNP3B
RADL3
RBPD11
MATB11
CSCO11B
MSTO11B
AEFI11
DIVO11
FIIB11
SLBG11B
TGLT11
THRA11B
VALE75
ONEF11
BPNM2
AALC11B
CLSC4
BMLC11B
DTEX11
CXTL11
RBAG12
ESUU11
RCSL10
RBCB11
BMEB2
KROT10
TRXL12
KROT3
KROT4
DISB11B
NIKE11B
LILY11B
TCNO1
AMZO11B
OIBR3
OIBR4
RBPD12
RBPD13
TEKA2
EBAY11B
LNKD11B
MSCD11B
FDXB11B
RDES11
JNJB11B
VVAR3
UPSS11B
VISA11B
LCAM3
DELL11B
TEKA1
BBTG11
KROT9
HOME11B
TRXL15
ITUB75
MNDL1
COPH11B
UCAS3
BPNM10
CCXC3
CHVX11B
LATM11
MXRF11
LUPA1
ITLC11B
JPMC11B
TAEE11
UTIP11
TERI1
MMMC11B
ATTB11B
VIGR3
ORCL11B
XRXB11B
ECOO11
ABTT11B
AMGN11B
AXPB11B
PLRI11
MRCK11B
WFCO11B
FVBI11B
BOEI11B
VERZ11B
ABCB2
MPXE1
CATP11B
FDMO11B
HPQB11B
RNDP11
RNGO11
LMTB11B
CMCS11B
HALI11B
ABCB10
NFLX11B
PHMO11B
QCOM11B
RNEW12
BFRE11
BFRE12
CSHP11B
ESUT11
VLOL11
MAOR3B
MAOR4B
PDGR12
MXRF12
PRSN11B
VIVR1
BNFS11
BRCR11
EDGA11B
JRDM11B
MXRF15
MXRF16
OSXB1
RCSL9
AQLL11B
VRTA12
XBOV11
XTED11
AGCX11
VIVR9
KNCR11
SDIL11
VAGR1
ESUD11
PEPB11B
CEOC11B
BBPO11
BJRC11
BRCR12
CELP9
CELP1
RBVO11
RJCP11
SAAG11
HGCR11
