CSNA3
VAGR9
LINX3
MOAR1
ARTR3
EQTL1
HNZB11B
PREB11
MXRC11
SNSL3M
SPTW11
CAMB2
XPCM11
GWIR11
PORD11
ENGI1
ENGI12
DOWB11B
ENGI2
SBUB11B
CTXT11
ALUP11
BBSE3
BPFF11
BSEV3
CTAX11
SMLE3
FIXX11
SAAG12
SAPR3
MSBR11B
TBOF11
STFI11
BMYB11B
FIGS11
JPPC11
SANB12
HONB11B
TWXB11B
BEES1
CPRE3
XPOM11
GVFF11
KNRE11
MPXE9
RBBV11
VIVR11
VULC1
WALM34
WFCO34
WSON33
CZLT33
DAGB33
GPIV33
DISB34
LATM33
MFII11
MILK33
FVPQ11
MSFT34
HOME34
HONB34
RNEW3
PEPB34
AAPL34
COCA34
CSCO34
GOOG34
ABTT34
AMGN34
BOAC34
BOEI34
CHVX34
CMCS34
ORCL34
CTGP34
EXXO34
FDMO34
GEOO34
GSGI34
HALI34
HPQB34
JPMC34
LILY34
LMTB34
MMMC34
MRCK34
MSCD34
NIKE34
AXPB34
PFIZ34
CATP34
COLG34
COPH34
FCXO34
IBMB34
ITLC34
MCDC34
QCOM34
VERZ34
BEES9
ATTB34
MSBR34
ARMT34
NFLX34
TWXB34
VULC9
AMZO34
UPSS34
JNJB34
PGCO34
PHMO34
ANIM3
ABEV3
SEER3
BERK34
BMYB34
ENEV3
VISA34
ENMA11B
ENMA12B
DOWB34
KLBN11
SBUB34
IBXL11
CVCB3
SLBG34
VVAR11
FDXB34
DOMC11
BIOM3M
XRXB34
AVON34
EBAY34
KFGI34
MSTO34
INET1
NUTR3
SNSL3
IDVL1
SAPR2
NCHB11B
PRML3
CBOP11
BPHA1
FBOK34
IVVB11
KLBN13
ABEV1
CXRI11
FCCQ11
GRLV11
ENEV1
PFRM1
FJTA1
FJTA2
NETC10
MYPK11
BOBR11
ABEV9
XPTD11
BPHA11
FJTA9
BPAN4
PATI1
REIT11B
TWTR34
PRBC2
ENEV9
CMGR1
CMGR2
CTKA2
BPAN12
BPAN10
CTKA1
CPTS11B
ABRE3
RLOG3
OFSA3
CTKA10
TGLT32
PRML1
GPAR11
LATR11B
BSAN30
HRTP11
CTKA9
MRSA6B
BSAN33
BBSD11
FLCI11
SPXI11
CEBR11
FHER1
USBC34
UTEC34
ENMT3
FPOR11
PSVM11
JHSF1
RUMO3
TIFF34
JHSF9
MEAL3
OGSA3
PDGR1
AQLL11
CCPR1
PDGR9
CGAS1
CTBA11B
FIVN11
PARC3
BCIA11
ENMT4
BVAR11
PRIO3
SWET3
BCRI11
SWET1
CEOC12B
SEDU3
COTY34
UPAC34
THRA12B
BOXP34
DHER34
MDLZ34
IVTL11B
PETR21
BMEB1
LATM12
NUTR1
ATOM3
CRPG5
HSHY34
METB34
MOSC34
RUMO1
TIET11
TIET4
VVAR4
WUNI34
FRTA3
KHCB34
BONY34
SAIC11B
SHUL3
TEXA34
GDBR34
KMBB34
TIET3
CRPG6
CLGN34
BRIN1
DTEX1
FRTA1
TSFI11
MILS1
ATSA11B
MEAL9
TFOF11
TGTB34
USIM11
MILS9
NAFG3
RLOG1
DTEX9
FOFT11
OGSA1
ACNB34
RAPT1
RAPT2
RLOG9
GILD34
CARE11
TMOS34
USIM1
USIM12
BIIB34
BLAK34
GOGL34
GOGL35
CVSH34
CSMG1
PFRM9
RAPT10
SCHW34
USIM9
VTLM3
ALUP12
DUPO34
ESRX34
MACY34
ENBR9
ROST34
VRTA13
TRVC34
RAPT9
DEAI34
CCXC1
FDES11
SSFO34
CTSH34
ABBV34
GPSI34
COWC34
EMCC34
VTLM1
MDTC34
ALUP13
GOAU11
EGIE3
ARFI11B
BBTG35
BBTG36
BPAC3
BPAC5
AALC34
SPRN34
BBYY34
FJTA11
HTMX12B
BOVV11
JCPC34
CHKE34
RIGG34
FRIO1
TSOR34
USSX34
VLOE34
SANC34
STBP3
TCSA1
TIET1
TIET12
ALUP9
FIIB12
FSLR34
PRML9
TIET2
PATI2
MRSA5B
ALUP4
ALSC1
BCRI12
FRIO9
AETB34
AIGB34
ALUP3
KNIP11
DUKB34
ALSC9
GMCO34
AALR3
HBOR9
LOGN12
ENMT2
POMO2
TESA3
FPNG11
CNES12B
BTTL1
BTTL2
UBSG34
POMO10
CTAX1
